TEAM_NAMES,SerialNumber,Filename,Name,Description,Gender,Attributes,UUID,SHA256
,83,tayo-tailor,tayo tailor,A professional fashion designer.,Male,hair: black; eyes: black; teeth: none; clothing: orange shirt; accessories: glasses; expression: inquisitive; strength: creativity; weakness: opinionated;,70828783-ac38-48cf-b966-cfebc92ebd86,8e3511ebdacce6cbf36bf8e782ef4720ee1f04f38170e234d7f1395e3e1b69ea
,84,ajasco-comedian,ajasco comedian,A newbie comedian.,Male,hair: black; eyes: black; teeth: none; clothing: green shirt; accessories: glasses; expression: bold; strength: optimistic; weakness: unobservant;,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,959b06dfd459f18af28a0925843dc4fd23683f9fc9a9b2e6b6913eea5c1c1136
,85,tobi-babyboy,tobi babyboy,A guy who does not like stress.,Male,hair: black; eyes: black; teeth: none; clothing: white shirt; accessories: glasses; expression: friendly; strength: outgoing; weakness: lacks boundaries;,3da592d4-5dec-4bc5-8412-f1b2a0269f95,3dbf9f6f901222df44e75fd6774c670d575ab78babdee6fc04444f6ebdeea38a
,86,esther-sassy,esther sassy,A rude lady.,Female,hair: brown; eyes: grey; teeth: none; clothing: animal print; accessories: necklace & earrings; expression: bold; strength: confident; weakness: judgemental;,0642a25a-966d-446f-b021-a6d18e7fa0c5,a2223cb6696cc65c21e7f1c4a30a7ecb29aaa3ddc1676396873cccae2aef7a62
,87,ozo-fineboi,ozo fineboi,A charming person.,Female,hair: brown; eyes: blue; teeth: none; clothing: aztec print blouse;  accessories: choker & hookah; expression: blank; strength: charismatic; weakness: proud;,f2286b4d-fae6-48cb-a686-badec16da1d8,a245c3152b0d013afad618e64081efaa14487ff46fd8e8a297a82c76307f4a5d
,88,ade-party-girl,ade party girl,The life of every party.,Female,hair: brown; eyes: blue; teeth: gap-tooth; clothing: one-sleeved blue top; accessories: none; expression: scary; strength: adventurous; weakness: impulsive;,7e3db30c-9faf-430d-ab48-b854fe0456b9,2acc95260358780fad9f5b8f63d69a2378a9df1fe555384456c89982bb47540f
,89,john-casco,john casco,A very observant person.,Female,hair: black; eyes: blue; teeth: none  clothing: one-sleeved ankara top; accessories: earrings & necklace  expression: shocked; strength: unpredictable; weakness: loner;,2eff88ef-5bc2-4779-917a-533e952e2953,1a12d1d38271d80798dfc3c416458f660bf33f8e669f721e63f403582d61f585
,90,agha-uwa,agha uwa,A woman of high social class.,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara top with strap & full sleeve; accessories: earrings; expression: sad; strength: daring; weakness: loner;,8478a002-1eba-4a05-8b98-7170c6e39254,ffda4b790962357212c3ccf179304c0f7ddb0267d7d516ec6473a735c6166363
,91,udeme-great,udeme great,A lady given to adventures.,Female,hair: purple; eyes: black; teeth: none  clothing: ankara top with blue sleeves; accessories: green necklace & green earrings  expression: clueless; strength: decisive; weakness: stubborn;,d1476409-6f8b-4be9-8c93-24d9123749c5,107a759ca64ee5db4dc26a430e859db3839e3c1087b75d27fffa014d51e00eaa
,92,femi-tech-bro,femi tech bro,A rookie in the tech industry.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara top with blue suspenders; accessories: green necklace; expression: mischievous; strength: creativity; weakness: procastination;,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,1217c5dc3657e1f512f92b390618d473b23cadce66d359e14b1987cc70ab2b72
,93,sai-baba,sai baba,A leader of a third-world country,Female,hair: brown; eyes: black; teeth: none; clothing: off-shoulder ankara top; accessories: earrings & necklace; expression: anxious; strength: trend spotter; weakness: distracted easily;,fdfff369-5b57-4612-9f89-f5d408f24a35,f2d36dd8620883b5f43475cbb8ec8af7c2ee32fbc0e891a3ab7cb3c58ca2efe7
,94,omo-pastor,omo pastor,A devout christian.,Female,hair: brown; eyes: black; teeth: none; clothing: spaghetti strap ankara top; accessories: green earrings & green necklace; expression: happy; strength: happiness; weakness: too emotional;,49e09559-61a6-41ff-811a-272721a7475c,26761f00b7c608e4a8fd0cc46482c07ce65bd4c70ee2c9260c5f89ee6825d16f
,95,obi-container,obi container,A rich south-easterner.,Female,hair: brown; eyes: black; teeth: none; clothing: animal print top; accessories: green necklace; expression: surprised; strength: wealthy; weakness: risk taker;,4b64cf48-94fa-4aed-8cf2-452974b48ee3,d4edf48ce8d237e6fef926282ece24ef8f16c930e7ec91ccf8ade8458084adf3
,96,erigga-international,erigga international,Superstar from South-South.,Female,hair: brown; eyes: black; teeth: none; clothing: half ankara; accessories: green necklace & red scrunchie; expression: curious; strength: talented; weakness: overconfident;,3ac39a5e-7b0c-4371-b0c8-7cb4b68aed2c,77f1a9b28792d9e849d83217a371a1dd71044f4845cd319129e09c7b88d6b953
,97,ayo-web3-bro,ayo web3 bro,Someone with no actual knowledge of basic computer principles.,Female,hair: brown; eyes: blue; teeth: gap tooth; clothing: sleeveless ankara top; accessories: green necklace; expression: terrified; strength: tolerant; weakness: illiterate;,c137ec2b-18cd-4c29-a194-af29ac9e6c1c,0e777c3af56cc9ea859452c4b913b90931d2d6623b6cf494509314e06d8efe2c
,98,phoebe-queen-bee,phoebe queen bee,"A self-centred woman, who only thinks about herself",Female,hair: brown flowing hair; eyes: blue; teeth: none; clothing: ankara top; accessories: none; expression: blank; strength: attractive; weakness: gullible;,1277e9c0-81dc-4747-89df-a9d2ae4fcf96,340e45099dfe194a91b7943ec67f240deed161fabb1b34f3abc664d2a171b26f
,99,rachel-warri-babe,rachel warri babe,A highly disciplined woman.,Female,hair: red braids; eyes: white; teeth: none; clothing: yellow danshiki; accessories: none; expression: blank; strength: assertive; weakness: talkative;,19e6af3b-ef2d-46ba-ba05-59fb612ebbee,07af4b392d42aa06c876d0183ec8da436b9742880d04cc3bc14c5bfc596b2b48
,100,adun-preacher,adun preacher,A religious woman.,Female,hair: black short hair; eyes: blue; teeth: none; clothing: blue paisley print blouse; accessories: ankara bonnet & hookah;  expression: blank; strength: bold; weakness: fake ;,cc4dfedf-c343-48db-ad67-e39452ec2380,91da1ed25675a0cc9292ccb031302d99c4b36c03dbd3bf4a4f0db7143ada67d2
TEAM CHISEL,101,adebola-omo-oba,adebola omo oba,Adebola loves soft life with her fathers wealth.,Female,hair: brown; eyes: opened; teeth: white; clothing: ankara print ; accessories:none ; expression: staring; strength: bold; outspoken; weakness: pride;,fbf43611-f267-4cba-bf4b-a3ffdc122589,d41b67e120e657430f7b7f195fdfbba052f90b0ed747bd7e0355f2f440d85ac9
,102,chichi-the-dancer,chichi the dancer,Chichi loves dancing and party.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: shocked; strength: dancing; weakness: lovergirl;,e7c32b06-7022-49b4-bbe5-81e8c1d58583,ecd0e9d3fc319401f69b238d1dbd6f97a686ef1d8b23daff20a5ee473e12f91a
,103,hammed-the-farmer,hammed the farmer,Hammed owns a farm with his family.,Male,hair: none; eyes: opened; teeth: none; clothing: brown and cream buba; accessories: nose mask; expression: innocent; strength: farming; weakness: drinking;,e57d8985-599e-49da-8d62-fc16b7ac93f2,d8c86f53cb37fa060c6e535352b2c5c64046511fa85d9e0a0bd297ca8cb0302f
,104,farida-the-tivlady,farida the tivlady,Farida is a beautiful Tiv woman.,Female,hair: brown; eyes: opened; teeth: none; clothing: ankara print; accessories: lipgloss; expression: cool; strength: cooking; weakness: multitasking;,31d3e229-003e-43c8-ba82-38f49cf58ccb,b9713f9635b1ae72037b44753f0e176f9ccc6a01cd4e722425df5e1b479e9c3c
,105,hannah-the-singer,hannah the singer,Hannah loves singing and belongs to choir.,Female,hair: blonde; eyes: opened; teeth: none; clothing: flower print dress; accessories: earrings; expression: angry; strength: singing; weakness: reading;,281f5bd7-5282-458b-9811-e369980e7dee,f51427d305b562fc36c848c3802f6a602aa4768f8e0303a933c0ed130c21c6a8
,106,nonso-the-igbogirl,nonso the igbogirl,Nonso is a hardworking Igbo girl.,Female,hair: black; eyes: opened; teeth: none; clothing: leopard print blouse; accessories: none; expression: happy; strength: business; weakness: spending;,5cfa76df-8376-4505-af12-78af24f108d6,92ac41e2ceb35aafc369ed3d28863c768b9e29d411874db76ca6a871e9189655
,107,shade-olori,shade olori,Shade loves soft life and makeup.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: none; strength: makeup; weakness: sleeping;,1a07ca73-d39b-43e9-a0f1-ef9f5e57d3a9,ec652793a17d03b5fcf9787d792de5d121ded709b5540c1335b3fc290a4af8a2
,108,quadri-the-teacher,quadri the teacher,Quadri is a devoted teacher that teaches mathematics.,Male,hair: none; eyes: opened; teeth: none; clothing: yellow on blue jean; accessories: nose mask; expression: none; strength: teaching; weakness: talking;,d96a93e7-17a4-4efe-b09b-02185cc81ce8,b8208eaefc8b5a08b69c8405cadbe31772931b85a4ec71d937c0c03bed22a6c4
,109,Ifeanyi-the-dj,Ifeanyi the dj,Ifeanyi is a music dj that performs at events.,Male,hair: none; eyes: opened; teeth: opened; clothing: animal print; accessories: red cap; expression: none; strength: mixing songs; weakness: none;,030f665d-2cd7-4376-aef5-4030dad9f2d6,f663f3d96dbc2b9192b2f259c33c567802372935dffc519d488054a40dd432c7
,110,fayo-the-yorubademon,fayo the yorubademon,Fayo is a yoruba demon with excellent communication skills.,Male,hair: bald; eyes: opened; teeth: none; clothing: africa print; accessories: mask; expression: none; strength: determined; weakness: steals;,e270e278-a9b5-408d-b527-d518239a997b,f135610cdeb76113c750347b51283b1b1751fde065fa69f26f85b62120e36887
,111,nkechi-the-actress,nkechi the actress,Nkechi is an international actress that acts in hollywood.,Female,hair: purpule short hair; eyes: opened; teeth: none; clothing: native print; accessories: smoking; expression: rugged; strength: love; weakness: lie;,34b1136d-00b1-4f29-8a03-5b02291d47d5,1a4293ba459a2d72406082115da51eb6e47cb08b98aa55152fdf06bab805b3e7
,112,hamzat-the-mallam,hamzat the mallam,Hamsat is a mallam doing burea de change for a living.,Male,hair: bald; eyes: opened; teeth: none; clothing: wrapper; accessories: none; expression: straight; strength: traditional; weakness: diabolic;,592eff9f-93b2-4452-a2ed-5d44ebc969db,01f18d8153834eddbbdcb6f4ec38526008902fa5e953a498f8ab384052d36595
,113,nnena-pretty-girl,nnena pretty girl,Nnena is beautiful girl that loves to talk about her beauty.,Female,hair: brown bob marley; eyes: open; teeth: covered; clothing: african print; accessories: sucker; expression: none; strength: giver; weakness: possesive;,d9477612-ad63-408e-8d12-24679c647b32,8e8f481cfbb0aa16e81b9fd9b2816e86d186d9d04b348565c4d0d5dff90e8c22
,114,tunde-the-boss,tunde the boss,Tunde is a boss that loves to take charge at work.,Male,hair: capped; eyes: opened; teeth: white; clothing: native cloth; accessories: none; expression: none; strength: cooks well; weakness: bossy;,7635c4ee-04f6-4872-bfc9-37e5a73c8fc6,838b13e986e267a8db96e847fed38e367f94b0c2288c8487aef0ecbb66ac75bd
,115,nnamdi-the-barber,nnamdi the barber,Nnamdi is a barber that devotes time to perfect his craft.,Male,hair: brown afro; eyes: open; teeth: smokey; clothing: africa print; accessories: none; expression: none; strength: determined; weakness: loves clubbing;,152758f3-9414-45a2-a809-95cb05a3de13,62ea018a2c1dac6b155087d72bff0c1bdf88c4826dc1ba0231fb23bd33992d33
,116,amaka-the-hypepriestess,amaka the hypepriestess,Amaka is can never be intimidated no matter the circumstance. ,Female,hair: black hair; eyes: opened; teeth: open teeth; clothing: africa print; accessories: none; expression: laughing; strength: independent; weakness: insultive;,c7726e84-3c5c-4e66-8677-cbfb5c9ee850,daf833abc2913d4f226e86686d40cd5d357a12db214b427cb2804c1248b4701a
,117,kemi-foodie,kemi foodie,Kemi loves food and can also prepare good meals. ,Female,hair: black har with scarf; eyes: partly opened; teeth: none; clothing: one hand style; accessories: none; expression: none; strength: can cook very well; weakness: dirtiness;,3116cb6f-14c4-4d5a-af57-54253b72a309,95a27fb904d6dafbff36f75a42bf9e24d22f23db6f058692ff0edcd7e978d7b4
,118,ada-the-fashionister,ada the fashionister,Ada loves fashion that she rarely repeats cloths.,Female,hair: brown afro; eyes: glasses; teeth: white; clothing: africa print; accessories: none; expression: smiling; strength: successful; weakness: too serious;,a14df1c1-7a5a-4a33-8780-0fb01c593da6,fd6f370ebea3a5f961bb1f97cdadb4d463ab55cfa3c5e2abd78a1644273ebfb7
,119,kayode-the-baller,kayode the baller,Kayode loves life and lives it.,Male,hair: bald; eyes: wide opened; teeth: none; clothing: yellow on jeans; accessories: none; expression: none; strength: swaggy; weakness: loves women;,fe17bfdc-c251-4654-8313-1ab793e11748,a5aa53f373adf27b70388319342bbf30473672bece9880a417abfd505d312fe8
,120,kola-of-lagos,kola of lagos,Kola is the life of the party everywhere he is.,Male,hair: bald; eyes: opened; teeth: none; clothing: native; accessories: none; expression: none; strength: intelligent; weakness: shy;,df295be1-1509-406e-a263-28a5dee0abca,c507732064a6c1a07751fb839fbead9673b804004ad4072c8a2dd0027968302d
TEAM BRAINBOX,121,azikiwe-popular-trader,azikiwe popular trader,Azikiwe is a popular trader.,Male,hair: none; eyes: blue; teeth: none; clothings: purple and yellow; accessories: cap; expression: happy; strength:strong; weakness shy;,7ebde325-8efc-4997-811a-b5686269929e,c824edb792c42ca63cdbd99b506922977c26151bab7c3de6d1a9ad9b1b54e706
,122,obasanjo-funny-guy,obasanjo funny guy,Obasanjo is such a sweet guy loves by all. ,Male,hair:none ;eyes: black;teeth:small open teeth; clothings: sleeveless yellow ankara; accessories:none; expression: serious face; strength:mild; weakness:anger;,c136a120-a339-4080-96ca-1c93845c5848,1a9d8f57f4802289973acf13ca2f66e4b6a2644f1a0f0aaf40f6e5955cff8d31
,123,yakubu-village-chief,yakubu village chief,Yakubu is the best village chieftain.,Male,hair:none ;eyes: blue;teeth:open white teeth; clothings: black isiagu; accessories:cap; expression:happy; strength:strong; weakness:impatience;,5b0c0d26-d204-4264-b579-081ff9df935b,3af169d7881d2854da005fca092182ca8870f9a4c7bd1c908ce1a26e30823a9c
,124,abacha-loves-smoking,abacha loves smoking,Abacha loves taking cigarettes.,Male,hair:cute braided hair ;eyes: black ball white eye; teeth:none; clothings: mixed colors ankara wear; accessories:none; expression:happy; strength:strong; weakness:anger;,8ac6d95f-0cf3-4f54-9cf2-be8834b3004c,47dd2529c477250c16c24d75be397f499a4547ac54b7c4399cf4d52ac1ecfeea
,125,johnathan-good-leader,johnathan good leader,Johnathan is very progressive young man.,Male,hair:punk bearded man ;eyes: closed; teeth:none; clothings: white shirt and senator; accessories:cap; expression:bone face; strength:strong; weakness:pride;,241e3713-4ce3-48d0-827f-b282ae2db6c4,bbdc2e558e1f117b67d0c11d27a4688e4612b5d4c30afc4bdb6b3991e568b01a
,126,johnathan-genz-kid,johnathan genz kid,Johnathan is zealous.,Male,hair:none ;eyes: blue;teeth: white; clothings: yellow ankara wear; accessories: traditional cap; expression:happy; strength:strong; weakness:arrogance;,90c0ae09-a35f-42ad-b93c-dcf30169acd9,f9dcb861106dd08551c21d1f37ec8d100ac4781b3f5d92d09bc2a3ee2c806d90
,127,eddy-the-community,eddy the community,Eddy has so much positive energy.,Male,hair:none ;eyes: blue; teeth:none; clothings: black isiagu wear; accessories: cap; expression: happy; strength: strong; weakness:emotional;,5cabf9d9-882b-459e-9253-8c07eb045e2d,c6dc0461f4426da20c4d3dfb482334cb07abe1be1ab8de22f76c3bc844ec0d00
,128,olu-the-oba,olu the oba,Olu the great ruler in our land.,Male,hair: purple braided hair ;eyes: black; teeth: none; clothings: mixed color traditional wear; accessories: none; expression: serious face; strength:mild; weakness:anger;,04c4b28a-aca0-44b1-a064-ed0d9d2a31ca,8cf3aafe0fc1ed286ce0274d2a3eb393bee90d73fa247aa06481117e7bc7b5d8
,129,edu-the-biggest-trader,edu the biggest trader,Edu is the biggest merchant in west coast.,Male,hair:none ;eyes: blue; teeth:closed; clothings: black and yellow collar native wear; accessories:cap; expression:happy; strength:strong; weakness:impatience;,48d1de5f-5f3f-46aa-b2fd-68420a8e802b,15bc08f8418299abd720ba2e3e0315a4016c7a9b055c2a65065b3bc279095174
,130,james-importer-and-exporter,james importer and exporter,James is the sole importer and exporter of spare parts.,Male,hair:none ;eyes: blue;teeth:none; clothings: purple and yellow; accessories:cap; expression:happy; strength:strong; weakness:pride;,22541251-022f-480c-8c1e-cf754dce16d6,0e8e6cc54f833c01b99ec3892eb7287ad40241eca9dfde21df9d480b3ad68009
,131,lanre-the-dreaded-guy,lanre the dreaded guy,Lanre has a great reputation.,Male,hair: none ;eyes: none; teeth:white; clothings: ankara; accessories:cap; expression: happy; strength:strong; weakness:anger;,66a054cd-5541-4000-98aa-8f2e9892d880,f20739164e69ee8edb1852217d16184ebbcf81b117cffe6c53474892c1e356fc
,132,olamide-the-street-boy,olamide the street boy,Olamide has a sweet voice.,Male,hair:none ;eyes: white; teeth: none; clothings: green and blue; accessories: cap; expression: serious face; strength:strong; weakness:stubborn;,d50a35b1-b42e-4e0c-8dd8-9b892b56d371,ed37dc0b1c105b43bb6ceba90e19169044849532bb4523fa7f26720604931309
,133,uche-peace-loving-man,uche peace loving man,Uche man of peace and discipline.,Male,hair: yellow ;eyes: blue;teeth:none; clothings: yellow; accessories:none; expression:happy; strength:strong; weakness:emotional;,6c9d6eae-2ea2-468c-a2c8-928aaafc084b,1860ef92748ea490319fe02fd5d74477a18c2f7207af036b9dbbf19b2ae27730
,134,dave-the-tech-bro,dave the tech bro,Dave is a web3 enthusiast.,Male,hair: none ;eyes: none; teeth:white; clothings: none; accessories:cap; expression: serious face; strength:strong; weakness:none;,c0857b11-bf0e-46a4-9108-b8eb93d83e74,d77170fed676ca49e6674992f17fe6d818cdd6cf8f5386625f732a7a4ef66273
,135,obi-the-biggest-humanitarian,obi the biggest humanitarian,Obi loves service to humanity.,Male,hair:none ;eyes: blue; teeth:white; clothings: brown; accessories:cap; expression:happy; strength: strong; weakness:none;,201a408c-7a2e-42d9-a62c-0136c885c211,d5ccc90ae5099d577373eee214155b6ad251bca69ae15d09acd8646c9e9bb6d7
,136,precious-the-emotional-girl,precious the emotional girl,Precious is soft hearted and sensitive.,Female,hair:none ;eyes: white; teeth: white; clothings: yellow and blue; accessories:cap; expression:angry; strength:strong; weakness:none;,b6a41ff1-51ce-42f7-9933-85d0a22ced68,9565c429bfd909f4a5a510140701d466de273df1ae126bca777d2d7832f5eb81
,137,ella-serious-minded,ella serious minded,Ella a dedicated young lady.,Female,hair: none ;eyes: white;teeth: white; clothings: black and yellow; accessories:cap; expression:happy; strength:strong; weakness:none;,04036447-f43e-4bfb-9503-f55c9064b14e,a11bddc21110c74145d45917cf9672e2939db749e2dce38c091388e1e1057302
,138,cynthia-cute-eyes,cynthia cute eyes,Cynthia with priceless cute eyes.,Female,hair:yellow ;eyes: blue;teeth:none; clothings: blue and yellow; accessories: none; expression: serious face; strength: mild; weakness:pride;,5d12847b-6d71-4691-8337-2e6ef3e283b2,a54c62b0c0e5f7f251efc50e8a1a0179c3813fda1c5bbd9897cd1f812cfb73e8
,139,mary-with-hair,mary with hair,Mary with her beautiful Afro.,Female,hair: none;eyes: none;teeth:none; clothings: casual ankara; accessories:cap; expression:scared; strength:sensitive; weakness: fearful;,98035e8b-6540-4464-8a3c-fdac9f07b168,0f63aae4e197abedad2cfe70a74386a6c26c0bc174b5232c7e45df35d1a5af15
,140,ada-chewing-bubble-gum,ada chewing bubble gum,Ada always chewing gum.,Female,hair: none;eyes: none;teeth: white; clothings: traditional wear; accessories:cap; expression:sassy; strength:decisive; weakness: insensitive;,15309dc5-e483-4658-b503-db85ba2c1722,47e5a9f861bd1079b04ccb1a443449e70381dafd3733f3bc7789ee4e2054c6f0
TEAM PLUG,141,viganem-the-drummer-girl,viganem the drummer girl,Known for typically playing the drum for 5 hours per day without a break.,Female,hair: none;  eyes: none;  teeth: none;  clothing: ankara with drum patterns;  accessories: none;  expression: sumg;  strength: none;  weakness: none;,5a5a6f5c-39f3-4beb-ab74-60d3c7a90fd4,5193556d8c0554b81ffb8659bf6710f2ea58d5bf1bb1961de05d241644515e89
,142,lenusuka-the-big-woman,lenusuka the big woman,The lady that loves spending money and buying everybody asaobi.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black and blue ankara;  accessories: none;  expression: serious;  strength: none;  weakness: none;,e564a43a-ef77-487d-a88e-749d20a09fd8,1059994431cbd096b9cc63d83720cb61c7d965d6dfad76061b70531558556ba7
,143,enepua-the-clout-queen,enepua the clout queen,The lady that travels all day and enjoys snapping food at restaurants.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black ankara with yellow and blue gear pattern;  accessories: none;  expression: chill; strength: none;  weakness: none;,6dc7e452-0626-4f4c-a28c-f5db3532e305,d33bda0bcf6e42982af3cc19500e1e414ca5c42810591f3818093ffc33d67bb4
,144,usifong-queen-of-mushin,usifong queen of mushin,Changes her hair every 2 weeks and cannot finish one pure water.,Female,hair: brown afro;  eyes: none;  teeth: none;  clothing: black ankara with yellow; peach; and blue gear pattern;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,221263d0-8775-49f8-bbf8-4b08b49e1482,31125cb16291b27b8bc6c0131bc3db99c548256214605dba22f0de454835df6f
,145,akinyim-the-clown,akinyim the clown,"The most interesting christmas clown, known for dancing in prisons and hospitals on christmas eve.",Female,hair: burgundy dreadlocks;  eyes: none;  teeth: none;  clothing: kente blouse with asymmetric neckline;  accessories: none;  expression: off-standish;  strength: none;  weakness: none;,c1070dce-48a1-4ae8-b9a4-d070859a8377,c7eeac35b54974e0ac8c1b3d07a4464b0be14764ff78c6f842ea2e3cf31a0270
,146,zawadi-mr-sleep-everywhere,zawadi mr sleep everywhere,Likes sleeping in the weirdest places especially in clubs.,Male,hair: brown; eyes: none; teeth: none; clothing: kente agbada; accessories: none; expression: goofy; strength: none; weakness: none;,c22489fe-574b-47f3-9667-c9c798b2d4df,8733d200b265555c4128837dad7431bd05da26cbdcef1b088d9bac86fe7291ed
,147,chepkirui-mr-self-love,chepkirui mr self love,Likes taking care of himself and spending on himself.,Male,hair: burgundy fila cap;  eyes: none;  teeth: none;  clothing: black and kente patterned agbada;  accessories: none;  expression: sleepy;  strength: none;  weakness:none;,1a91e778-d214-476b-a667-94e9ecb8b5ce,db1b39d7366e7596ae215ae5bf37802b2f91a19510d106eb08d0995261c426f6
,148,naserian-the-fear-fear-dancer,naserian the fear fear dancer,A timid and dancer who is always afraid of a large crowd of audience and yet his dance moves can raise the dead.,Male,hair: face; cap: turned to the side;  eyes: none;  teeth: none;  clothing: yellow and blue ankara;  accessories: none;  expression: warm;  strength: none;  weakness: none;,8177cf38-8284-4eb4-b19c-04473bcb3b5e,27323de9d8d22e0a82fafe4669abc96fe9712394dc5caf7ed1f99d6ae14e66eb
,149,wawuda-the-ashawo-of-africa,wawuda the ashawo of africa,Brags about his body count and follows skirt anywhere.,Male,hair: blue cap;  eyes: none;  teeth: none;  clothing: green top with blue overalls;  accessories: none;  expression: fear;  strength: none; weakness: none;,0554bf35-f588-4009-aafc-ef875b878c29,eee8a7e0c9f0f5cb96b4dc45720ee40b020e8781539e041b5bb8d13559776dc8
,150,kerubo-the-igbo-smoker,kerubo the igbo smoker,Loves only his igbo and is happy when he finds an old blunt.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: brown shirt with dog pattern;  accessories: none;  expression: smirking   strength: none;  weakness: none;,33ba8e73-7949-4bc7-ba27-37ee1d573946,700d8d166c55babcf54d997a2e1eec1a104678ce12d428318ad9abf412c04e79
,151,rehema-the-olodo,rehema the olodo,Failed primary 5 eight times and like playing football after school.,Male,hair: teal cap with black and white stripes;  eyes: none;  teeth: none;  clothing: purple shirt with yellow accent;  accessories: none;  expression: euphoric;  strength: none;  weakness: none;,1fb33783-4898-48cf-8a73-f81afc71e1a8,35dbfd5778becfcc676c7b7820b2f3255e834be5ba467d3b6322e1128c8d168a
,152,nekesa-the-brainbox,nekesa the brainbox,A proposed elite who cannot write a simple speech.,Male,hair: black and red hat;  eyes: none;  teeth: none;  clothing: monostrap black ankara with yellow and red patterns;  accessories: none; expression: playful;  strength: none;  weakness: none;,7ba909bd-19a1-454d-a86c-a45e85cb94a6,87a2fc79c63f7ab89a6354fa4017cf553b11ee66f4a3ddf078a6123f371f31a6
,153,kiokoli-the-slowrunner,kiokoli the slowrunner,Always running in every race but never making it to the first 5.,Male,hair: black and yellow cap;  eyes: none;  teeth: none;  clothing: maroon agbada with yellow accents;  accessories: none;  expression: clueless;  strength: none;  weakness: none;,d7027b6c-ae53-4cce-b80d-67aeb7ceb1ba,9e631ac729737ca594ab808ff7414be3023abd70cc68a5f0dbce16f0b2899a85
,154,adjuani-uncle-wire-wire,adjuani uncle wire wire,Mugu money spender that loves spending on women extravagantly.,Male,hair: red cap;  eyes: none;  teeth: none;  clothing: plain and patterned ankara shirt;  accessories: none;  expression: anxious;  strength: none; weakness: none;,36cd959f-d280-41f6-af76-765715c72527,5215d8998dadf1262920f86e3fa063346b90ba4ef2d28f0a78ac077eb2b86a85
,155,ajobaru-a-creative-artist,ajobaru a creative artist,A lovely artist who is known for creating magical art pieces that can spark a smile.,Male,hair: black and yellow fila cap;  eyes: none;  teeth: none;  clothing: yelow kente shirt;  accessories: none;  expression: cheerful;  strength: none;  weakness: none;,9d262f55-73d7-4b95-9a82-42356dbb085c,0d141bd8f511a44d67497720d883ce156acaa145c343ed34174e2e69b9e5c903
,156,effiadem-the-fireman,effiadem the fireman,A retired military general who always loves shooting at sight.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: black and kente agbada; accessories: none;  expression: high; strength: none;  weakness: none;,a4534fe0-b5ed-41ab-af72-1f2d0ff0fc64,dd733e80dd0ed43974f71c7220f96d30efc57d19bb10cb7f5136f76d381ca949
,157,deladem-the-commandoo,deladem the commandoo,The nerd who has watched all war movies but cannot fight a kid.,Male,hair: burgundy cap;  eyes: none;  teeth: none;  clothing: black and kente agbada;  accessories: none;  expression: none;  strength: none;  weakness: none;,88106b92-da30-46ad-a3cc-d528683b9e33,5542f49a3209b2c0f83c6ca71a9a320476673a1eb910862eb2dba8cc5ae0a0d9
,158,dogbeda-the-monger,dogbeda the monger,A fisherman who pracitically live in the river.,Male,hair: orange and cream cap;  eyes: none;  teeth: none;  clothing: orange and blue denim;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,66a09968-cb92-4378-a588-49947f68c537,12c22c6a98335f86e4e40c0637080544ed6897df4ae6fe60364ccfd63dc11b96
,159,enyonyam-our-slay-mama,enyonyam our slay mama,Posts new pictures everyday and can snub for africa.,Male,hair: blue cap; eyes: none; teeth: none; clothing: green top with overall; accessories: none; expression: none; strength:none; weakness: none;,5e7c7f9d-d631-4759-9b27-cbaccd33d39f,e752b2accaca7f040ac18e31ea99148f609ca5983aa6fea487933398b2db18bd
,160,lumusi-pro-technician,lumusi pro technician,The electrician well known for wiring burnt buildings.,Male,hair: red hair; eyes: none; teeth: none; clothing: white top with blue overalls; accessories: none; expression: high; strength: none; weakness: none;,b07676a6-c611-410d-8426-46c9c525189a,a32b0af253c138e034d00034464504e781fa7155b54273260839ce049e3df495
TEAM HEADLIGHT,161,funmi-the-fashionist,funmi the fashionist,Funmi enjoys fashion and she always takes opportunity to showcase her wardrobe.,Female,hair: black hair; eyes: none; teeth: none; clothing: aso oke; expression: cool; accessories: head tye and eye glasses; strength: fashion; weakness: men;,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,f9bc13854c74b381f9c97cf845f7c3191216a367290dd0667144d1942655af32
,162,bola-the-funky,bola the funky,Bola is a funky fellow but she has another personality no one knows.,Female,hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake,ac721b71-cbc5-425c-851f-ee826973f0b9,fe7a892e7c641c81d00a4b7625cec0a924aa11d76d982e7000f0f3de74df1e52
